date,nb_patients,jour_semaine,weekend,mois,hiver,patients_hier,effectif_present,taux_absenteisme,nbre_lits_dispos,panne_materiel
2019-01-23,346,2,0,1,1,341.0,308,0.21846153846153846,133,0
2019-01-24,374,3,0,1,1,346.0,312,0.21230769230769234,129,0
2019-01-25,360,4,0,1,1,374.0,310,0.21153846153846154,167,1
2019-01-26,341,5,1,1,1,360.0,305,0.2203846153846154,154,1
2019-01-27,313,6,1,1,1,341.0,310,0.21230769230769234,134,0
2019-01-28,431,0,0,1,1,313.0,303,0.22307692307692306,166,0
2019-01-29,344,1,0,1,1,431.0,306,0.2226923076923077,150,1
2019-01-30,360,2,0,1,1,344.0,310,0.21115384615384616,137,0
2019-01-31,339,3,0,1,1,360.0,308,0.2126923076923077,189,0
2019-02-01,362,4,0,2,1,339.0,311,0.21461538461538462,155,0
2019-02-02,368,5,1,2,1,362.0,309,0.21346153846153845,131,1
2019-02-03,310,6,1,2,1,368.0,301,0.22115384615384615,156,1
2019-02-04,405,0,0,2,1,310.0,304,0.22076923076923077,125,0
2019-02-05,371,1,0,2,1,405.0,306,0.2169230769230769,156,0
2019-02-06,349,2,0,2,1,371.0,307,0.2203846153846154,132,1
2019-02-07,356,3,0,2,1,349.0,306,0.23038461538461538,147,1
2019-02-08,372,4,0,2,1,356.0,304,0.2373076923076923,150,0
2019-02-09,346,5,1,2,1,372.0,299,0.23192307692307693,147,1
2019-02-10,290,6,1,2,1,346.0,302,0.21923076923076923,151,1
2019-02-11,421,0,0,2,1,290.0,306,0.2226923076923077,147,1
2019-02-12,343,1,0,2,1,421.0,311,0.21307692307692308,178,0
2019-02-13,327,2,0,2,1,343.0,306,0.21923076923076923,134,0
2019-02-14,357,3,0,2,1,327.0,310,0.21153846153846154,144,0
2019-02-15,366,4,0,2,1,357.0,302,0.22384615384615386,164,0
2019-02-16,319,5,1,2,1,366.0,309,0.2169230769230769,165,1
2019-02-17,285,6,1,2,1,319.0,308,0.21807692307692308,145,0
2019-02-18,398,0,0,2,1,285.0,298,0.23115384615384615,148,0
2019-02-19,343,1,0,2,1,398.0,307,0.215,157,0
2019-02-20,372,2,0,2,1,343.0,312,0.21153846153846154,132,1
2019-02-21,347,3,0,2,1,372.0,310,0.21346153846153845,134,0
2019-02-22,346,4,0,2,1,347.0,312,0.2073076923076923,125,0
2019-02-23,343,5,1,2,1,346.0,306,0.21461538461538462,120,1
2019-02-24,299,6,1,2,1,343.0,302,0.21769230769230768,136,0
2019-02-25,414,0,0,2,1,299.0,309,0.21153846153846154,142,0
2019-02-26,360,1,0,2,1,414.0,309,0.2169230769230769,120,0
2019-02-27,374,2,0,2,1,360.0,308,0.2253846153846154,158,1
2019-02-28,362,3,0,2,1,374.0,303,0.22730769230769232,132,1
2019-03-01,261,4,0,3,0,362.0,323,0.17346153846153844,154,1
2019-03-02,307,5,1,3,0,261.0,323,0.16576923076923078,153,0
2019-03-03,220,6,1,3,0,307.0,326,0.1803846153846154,130,0
2019-03-04,325,0,0,3,0,220.0,327,0.1696153846153846,108,0
2019-03-05,279,1,0,3,0,325.0,327,0.165,146,0
2019-03-06,297,2,0,3,0,279.0,327,0.1757692307692308,131,0
2019-03-07,257,3,0,3,0,297.0,324,0.1696153846153846,130,1
2019-03-08,275,4,0,3,0,257.0,322,0.17384615384615387,192,0
2019-03-09,280,5,1,3,0,275.0,322,0.16576923076923075,143,1
2019-03-10,216,6,1,3,0,280.0,326,0.1726923076923077,125,0
2019-03-11,316,0,0,3,0,216.0,320,0.17615384615384616,138,0
2019-03-12,257,1,0,3,0,316.0,326,0.17615384615384616,133,0
2019-03-13,275,2,0,3,0,257.0,320,0.17884615384615385,156,1
2019-03-14,293,3,0,3,0,275.0,329,0.16461538461538464,148,0
2019-03-15,270,4,0,3,0,293.0,322,0.18769230769230769,155,0
2019-03-16,277,5,1,3,0,270.0,334,0.15692307692307692,171,0
2019-03-17,262,6,1,3,0,277.0,322,0.17653846153846153,153,1
2019-03-18,283,0,0,3,0,262.0,326,0.15346153846153848,157,0
2019-03-19,266,1,0,3,0,283.0,322,0.16807692307692307,202,1
2019-03-20,282,2,0,3,0,266.0,333,0.15923076923076926,164,0
2019-03-21,271,3,0,3,0,282.0,319,0.16884615384615384,128,1
2019-03-22,245,4,0,3,0,271.0,323,0.17461538461538462,174,1
2019-03-23,259,5,1,3,0,245.0,327,0.1696153846153846,150,0
2019-03-24,213,6,1,3,0,259.0,328,0.16692307692307692,192,1
2019-03-25,326,0,0,3,0,213.0,327,0.17153846153846153,119,0
2019-03-26,250,1,0,3,0,326.0,323,0.16576923076923075,178,1
2019-03-27,241,2,0,3,0,250.0,334,0.1523076923076923,160,1
2019-03-28,284,3,0,3,0,241.0,330,0.1676923076923077,150,1
2019-03-29,249,4,0,3,0,284.0,326,0.16423076923076924,153,1
2019-03-30,258,5,1,3,0,249.0,322,0.1719230769230769,152,0
2019-03-31,212,6,1,3,0,258.0,323,0.1776923076923077,155,1
2019-04-01,308,0,0,4,0,212.0,333,0.16076923076923075,154,1
2019-04-02,250,1,0,4,0,308.0,324,0.16846153846153847,167,1
2019-04-03,261,2,0,4,0,250.0,323,0.175,159,0
2019-04-04,268,3,0,4,0,261.0,318,0.1823076923076923,160,0
2019-04-05,270,4,0,4,0,268.0,326,0.16846153846153847,125,0
2019-04-06,251,5,1,4,0,270.0,326,0.17153846153846153,158,1
2019-04-07,232,6,1,4,0,251.0,324,0.17961538461538462,163,0
2019-04-08,309,0,0,4,0,232.0,318,0.1776923076923077,145,0
2019-04-09,248,1,0,4,0,309.0,323,0.16999999999999998,146,0
2019-04-10,282,2,0,4,0,248.0,320,0.18576923076923077,133,1
2019-04-11,250,3,0,4,0,282.0,321,0.17538461538461542,132,0
2019-04-12,255,4,0,4,0,250.0,325,0.1757692307692308,153,0
2019-04-13,263,5,1,4,0,255.0,327,0.17730769230769233,145,0
2019-04-14,216,6,1,4,0,263.0,325,0.1769230769230769,167,0
2019-04-15,318,0,0,4,0,216.0,329,0.16346153846153846,130,1
2019-04-16,254,1,0,4,0,318.0,324,0.17461538461538462,171,1
2019-04-17,260,2,0,4,0,254.0,326,0.16269230769230772,126,0
2019-04-18,273,3,0,4,0,260.0,319,0.1776923076923077,146,1
2019-04-19,259,4,0,4,0,273.0,323,0.16884615384615384,179,0
2019-04-20,291,5,1,4,0,259.0,324,0.16038461538461538,122,0
2019-04-21,206,6,1,4,0,291.0,323,0.16346153846153846,108,0
2019-04-22,302,0,0,4,0,206.0,323,0.1757692307692308,119,0
2019-04-23,262,1,0,4,0,302.0,322,0.1776923076923077,152,1
2019-04-24,250,2,0,4,0,262.0,327,0.17384615384615382,161,0
2019-04-25,253,3,0,4,0,250.0,319,0.17230769230769233,165,0
2019-04-26,248,4,0,4,0,253.0,330,0.16692307692307692,149,0
2019-04-27,261,5,1,4,0,248.0,327,0.16999999999999998,148,0
2019-04-28,220,6,1,4,0,261.0,326,0.16999999999999998,152,0
2019-04-29,299,0,0,4,0,220.0,329,0.16730769230769232,147,0
2019-04-30,307,1,0,4,0,299.0,320,0.1757692307692308,148,1
2019-05-01,262,2,0,5,0,307.0,322,0.17653846153846153,158,0
2019-05-02,282,3,0,5,0,262.0,326,0.16615384615384615,153,0
2019-05-03,272,4,0,5,0,282.0,330,0.16692307692307692,158,0
2019-05-04,292,5,1,5,0,272.0,322,0.17730769230769233,141,1
2019-05-05,224,6,1,5,0,292.0,311,0.17961538461538462,134,0
2019-05-06,297,0,0,5,0,224.0,331,0.1623076923076923,146,0
2019-05-07,263,1,0,5,0,297.0,319,0.18846153846153849,150,1
2019-05-08,260,2,0,5,0,263.0,325,0.16269230769230772,183,0
2019-05-09,246,3,0,5,0,260.0,329,0.16615384615384615,143,0
2019-05-10,275,4,0,5,0,246.0,328,0.1726923076923077,168,0
2019-05-11,256,5,1,5,0,275.0,326,0.17153846153846153,154,0
2019-05-12,227,6,1,5,0,256.0,325,0.16807692307692307,131,1
2019-05-13,291,0,0,5,0,227.0,327,0.16846153846153847,125,0
2019-05-14,272,1,0,5,0,291.0,326,0.17230769230769233,159,0
2019-05-15,260,2,0,5,0,272.0,326,0.16615384615384615,149,0
2019-05-16,252,3,0,5,0,260.0,324,0.17884615384615385,161,1
2019-05-17,253,4,0,5,0,252.0,329,0.16076923076923075,113,1
2019-05-18,240,5,1,5,0,253.0,324,0.17115384615384616,146,0
2019-05-19,234,6,1,5,0,240.0,330,0.16807692307692307,154,1
2019-05-20,280,0,0,5,0,234.0,328,0.16076923076923075,129,1
2019-05-21,273,1,0,5,0,280.0,327,0.16,182,1
2019-05-22,275,2,0,5,0,273.0,323,0.16923076923076924,159,0
2019-05-23,274,3,0,5,0,275.0,322,0.18115384615384617,129,0
2019-05-24,265,4,0,5,0,274.0,324,0.1630769230769231,164,0
2019-05-25,270,5,1,5,0,265.0,328,0.16115384615384618,142,0
2019-05-26,199,6,1,5,0,270.0,323,0.17615384615384616,153,1
2019-05-27,312,0,0,5,0,199.0,327,0.16999999999999998,140,0
2019-05-28,282,1,0,5,0,312.0,331,0.15730769230769232,172,1
2019-05-29,265,2,0,5,0,282.0,331,0.16076923076923075,162,0
2019-05-30,306,3,0,5,0,265.0,328,0.165,144,0
2019-05-31,260,4,0,5,0,306.0,327,0.17115384615384616,194,0
2019-06-01,287,5,1,6,0,260.0,328,0.17423076923076924,137,1
2019-06-02,234,6,1,6,0,287.0,318,0.17846153846153845,128,0
2019-06-03,298,0,0,6,0,234.0,328,0.1623076923076923,142,0
2019-06-04,288,1,0,6,0,298.0,327,0.17384615384615387,147,1
2019-06-05,243,2,0,6,0,288.0,326,0.16653846153846155,165,1
2019-06-06,250,3,0,6,0,243.0,325,0.17461538461538462,129,0
2019-06-07,284,4,0,6,0,250.0,329,0.16692307692307692,153,1
2019-06-08,310,5,1,6,0,284.0,325,0.17153846153846153,144,1
2019-06-09,222,6,1,6,0,310.0,323,0.16461538461538464,179,0
2019-06-10,264,0,0,6,0,222.0,330,0.15961538461538463,150,0
2019-06-11,279,1,0,6,0,264.0,320,0.17230769230769233,150,1
2019-06-12,260,2,0,6,0,279.0,322,0.18307692307692308,191,0
2019-06-13,277,3,0,6,0,260.0,329,0.1776923076923077,162,0
2019-06-14,264,4,0,6,0,277.0,320,0.17653846153846153,103,0
2019-06-15,255,5,1,6,0,264.0,313,0.18269230769230768,157,1
2019-06-16,213,6,1,6,0,255.0,330,0.16846153846153847,150,1
2019-06-17,350,0,0,6,0,213.0,322,0.17230769230769233,166,0
2019-06-18,261,1,0,6,0,350.0,328,0.16999999999999998,151,0
2019-06-19,304,2,0,6,0,261.0,330,0.16538461538461538,127,1
2019-06-20,272,3,0,6,0,304.0,321,0.17384615384615387,160,1
2019-06-21,245,4,0,6,0,272.0,320,0.17961538461538462,143,0
2019-06-22,277,5,1,6,0,245.0,329,0.17384615384615387,147,1
2019-06-23,249,6,1,6,0,277.0,327,0.18115384615384617,156,0
2019-06-24,295,0,0,6,0,249.0,316,0.18576923076923077,124,0
2019-06-25,287,1,0,6,0,295.0,320,0.17346153846153844,146,0
2019-06-26,245,2,0,6,0,287.0,323,0.17346153846153844,157,1
2019-06-27,278,3,0,6,0,245.0,328,0.16999999999999998,192,1
2019-06-28,252,4,0,6,0,278.0,331,0.1676923076923077,152,1
2019-06-29,282,5,1,6,0,252.0,326,0.18269230769230768,144,0
2019-06-30,244,6,1,6,0,282.0,328,0.155,159,1
2019-07-01,303,0,0,7,0,244.0,325,0.17230769230769233,151,0
2019-07-02,258,1,0,7,0,303.0,322,0.17038461538461538,163,1
2019-07-03,283,2,0,7,0,258.0,323,0.18076923076923077,158,1
2019-07-04,273,3,0,7,0,283.0,320,0.1757692307692308,152,1
2019-07-05,288,4,0,7,0,273.0,325,0.16730769230769232,177,1
2019-07-06,262,5,1,7,0,288.0,318,0.1719230769230769,192,1
2019-07-07,195,6,1,7,0,262.0,332,0.16076923076923075,170,0
2019-07-08,282,0,0,7,0,195.0,328,0.16461538461538464,129,0
2019-07-09,269,1,0,7,0,282.0,330,0.16538461538461538,121,0
2019-07-10,282,2,0,7,0,269.0,334,0.1580769230769231,123,0
2019-07-11,266,3,0,7,0,282.0,320,0.17230769230769233,145,0
2019-07-12,261,4,0,7,0,266.0,317,0.1726923076923077,185,1
2019-07-13,256,5,1,7,0,261.0,322,0.18384615384615385,163,0
2019-07-14,231,6,1,7,0,256.0,321,0.1769230769230769,162,0
2019-07-15,297,0,0,7,0,231.0,319,0.17923076923076925,141,1
2019-07-16,282,1,0,7,0,297.0,322,0.1757692307692308,155,0
2019-07-17,250,2,0,7,0,282.0,323,0.17153846153846153,150,1
2019-07-18,260,3,0,7,0,250.0,329,0.16153846153846155,197,0
2019-07-19,258,4,0,7,0,260.0,325,0.1696153846153846,137,1
2019-07-20,274,5,1,7,0,258.0,328,0.16576923076923078,165,0
2019-07-21,217,6,1,7,0,274.0,321,0.17153846153846153,145,0
2019-07-22,329,0,0,7,0,217.0,323,0.17653846153846153,127,0
2019-07-23,257,1,0,7,0,329.0,327,0.1726923076923077,174,0
2019-07-24,239,2,0,7,0,257.0,324,0.1630769230769231,138,1
2019-07-25,284,3,0,7,0,239.0,327,0.16538461538461538,119,1
2019-07-26,253,4,0,7,0,284.0,326,0.18115384615384617,132,0
2019-07-27,258,5,1,7,0,253.0,329,0.16692307692307692,150,0
2019-07-28,220,6,1,7,0,258.0,324,0.1676923076923077,134,0
2019-07-29,280,0,0,7,0,220.0,330,0.1776923076923077,143,0
2019-07-30,263,1,0,7,0,280.0,324,0.175,153,0
2019-07-31,244,2,0,7,0,263.0,335,0.15615384615384614,141,1
2019-08-01,282,3,0,8,0,244.0,330,0.16076923076923075,150,0
2019-08-02,268,4,0,8,0,282.0,327,0.16807692307692307,164,0
2019-08-03,274,5,1,8,0,268.0,332,0.16846153846153847,167,0
2019-08-04,223,6,1,8,0,274.0,332,0.1630769230769231,129,0
2019-08-05,324,0,0,8,0,223.0,331,0.16346153846153846,167,1
2019-08-06,269,1,0,8,0,324.0,315,0.18884615384615386,124,1
2019-08-07,260,2,0,8,0,269.0,330,0.16115384615384618,149,0
2019-08-08,308,3,0,8,0,260.0,326,0.16653846153846155,125,0
2019-08-09,240,4,0,8,0,308.0,330,0.17076923076923078,172,0
2019-08-10,285,5,1,8,0,240.0,324,0.1673076923076923,147,0
2019-08-11,218,6,1,8,0,285.0,326,0.17384615384615387,159,0
2019-08-12,305,0,0,8,0,218.0,323,0.17115384615384616,152,0
2019-08-13,279,1,0,8,0,305.0,321,0.17115384615384616,140,0
2019-08-14,291,2,0,8,0,279.0,326,0.17038461538461538,155,0
2019-08-15,300,3,0,8,0,291.0,327,0.17307692307692307,142,0
2019-08-16,283,4,0,8,0,300.0,323,0.17153846153846153,161,1
2019-08-17,266,5,1,8,0,283.0,323,0.17461538461538462,172,1
2019-08-18,217,6,1,8,0,266.0,322,0.17038461538461538,164,0
2019-08-19,310,0,0,8,0,217.0,321,0.17423076923076924,124,1
2019-08-20,258,1,0,8,0,310.0,326,0.17461538461538462,152,0
2019-08-21,276,2,0,8,0,258.0,318,0.17346153846153844,147,1
2019-08-22,270,3,0,8,0,276.0,331,0.15884615384615383,173,1
2019-08-23,262,4,0,8,0,270.0,326,0.16461538461538464,147,0
2019-08-24,266,5,1,8,0,262.0,322,0.17076923076923078,123,0
2019-08-25,236,6,1,8,0,266.0,320,0.18,108,0
2019-08-26,290,0,0,8,0,236.0,330,0.16038461538461538,155,0
2019-08-27,281,1,0,8,0,290.0,326,0.1726923076923077,96,0
2019-08-28,264,2,0,8,0,281.0,320,0.1776923076923077,149,1
2019-08-29,273,3,0,8,0,264.0,320,0.17884615384615385,163,1
2019-08-30,278,4,0,8,0,273.0,325,0.17384615384615387,137,0
2019-08-31,296,5,1,8,0,278.0,322,0.17384615384615387,146,0
2019-09-01,229,6,1,9,0,296.0,320,0.18269230769230768,172,0
2019-09-02,314,0,0,9,0,229.0,323,0.1757692307692308,147,1
2019-09-03,297,1,0,9,0,314.0,316,0.1757692307692308,193,0
2019-09-04,279,2,0,9,0,297.0,327,0.16807692307692307,137,1
2019-09-05,257,3,0,9,0,279.0,327,0.16192307692307692,151,1
2019-09-06,238,4,0,9,0,257.0,325,0.16653846153846155,130,1
2019-09-07,252,5,1,9,0,238.0,329,0.16192307692307692,163,0
2019-09-08,226,6,1,9,0,252.0,321,0.18269230769230768,121,0
2019-09-09,314,0,0,9,0,226.0,325,0.1676923076923077,149,1
2019-09-10,254,1,0,9,0,314.0,322,0.17115384615384616,143,1
2019-09-11,290,2,0,9,0,254.0,330,0.16846153846153847,159,0
2019-09-12,261,3,0,9,0,290.0,325,0.1823076923076923,153,0
2019-09-13,270,4,0,9,0,261.0,323,0.17076923076923078,138,0
2019-09-14,264,5,1,9,0,270.0,325,0.1676923076923077,135,0
2019-09-15,217,6,1,9,0,264.0,326,0.18076923076923077,139,0
2019-09-16,290,0,0,9,0,217.0,318,0.18423076923076923,178,0
2019-09-17,259,1,0,9,0,290.0,328,0.1676923076923077,189,0
2019-09-18,273,2,0,9,0,259.0,330,0.17076923076923078,152,0
2019-09-19,269,3,0,9,0,273.0,328,0.1673076923076923,117,0
2019-09-20,298,4,0,9,0,269.0,326,0.16115384615384618,151,0
2019-09-21,272,5,1,9,0,298.0,321,0.16615384615384615,162,1
2019-09-22,234,6,1,9,0,272.0,316,0.18,148,0
2019-09-23,327,0,0,9,0,234.0,320,0.18115384615384617,149,1
2019-09-24,269,1,0,9,0,327.0,319,0.17923076923076925,110,0
2019-09-25,248,2,0,9,0,269.0,329,0.16576923076923078,135,0
2019-09-26,227,3,0,9,0,248.0,327,0.16346153846153846,147,0
2019-09-27,294,4,0,9,0,227.0,322,0.17846153846153848,159,0
2019-09-28,268,5,1,9,0,294.0,328,0.16615384615384615,127,1
2019-09-29,215,6,1,9,0,268.0,326,0.16923076923076924,162,0
2019-09-30,282,0,0,9,0,215.0,320,0.17038461538461538,148,0
2019-10-01,246,1,0,10,0,282.0,324,0.17115384615384616,155,0
2019-10-02,292,2,0,10,0,246.0,326,0.16923076923076924,156,0
2019-10-03,271,3,0,10,0,292.0,323,0.16923076923076924,187,0
2019-10-04,257,4,0,10,0,271.0,323,0.17346153846153844,125,0
2019-10-05,250,5,1,10,0,257.0,333,0.1630769230769231,127,0
2019-10-06,225,6,1,10,0,250.0,328,0.1630769230769231,154,0
2019-10-07,264,0,0,10,0,225.0,333,0.16461538461538464,141,1
2019-10-08,288,1,0,10,0,264.0,320,0.1696153846153846,123,0
2019-10-09,267,2,0,10,0,288.0,326,0.165,138,0
2019-10-10,284,3,0,10,0,267.0,326,0.17423076923076924,135,0
2019-10-11,248,4,0,10,0,284.0,323,0.1719230769230769,139,0
2019-10-12,255,5,1,10,0,248.0,328,0.16923076923076924,144,0
2019-10-13,241,6,1,10,0,255.0,322,0.16807692307692307,161,1
2019-10-14,281,0,0,10,0,241.0,323,0.17730769230769233,124,1
2019-10-15,276,1,0,10,0,281.0,324,0.18000000000000002,161,1
2019-10-16,262,2,0,10,0,276.0,328,0.16461538461538464,127,0
2019-10-17,283,3,0,10,0,262.0,320,0.18346153846153845,145,1
2019-10-18,293,4,0,10,0,283.0,331,0.15846153846153846,160,0
2019-10-19,255,5,1,10,0,293.0,328,0.16346153846153846,155,0
2019-10-20,237,6,1,10,0,255.0,325,0.16269230769230772,141,1
2019-10-21,288,0,0,10,0,237.0,322,0.17346153846153844,177,0
2019-10-22,273,1,0,10,0,288.0,328,0.175,130,1
2019-10-23,270,2,0,10,0,273.0,319,0.1776923076923077,146,0
2019-10-24,288,3,0,10,0,270.0,321,0.185,142,1
2019-10-25,249,4,0,10,0,288.0,333,0.15076923076923077,123,1
2019-10-26,252,5,1,10,0,249.0,327,0.16576923076923078,149,1
2019-10-27,243,6,1,10,0,252.0,330,0.15730769230769232,146,1
2019-10-28,284,0,0,10,0,243.0,318,0.17615384615384616,147,1
2019-10-29,259,1,0,10,0,284.0,325,0.17730769230769233,143,0
2019-10-30,259,2,0,10,0,259.0,333,0.1580769230769231,123,1
2019-10-31,270,3,0,10,0,259.0,332,0.16038461538461538,183,1
2019-11-01,273,4,0,11,0,270.0,327,0.1623076923076923,149,0
2019-11-02,252,5,1,11,0,273.0,330,0.15692307692307692,158,1
2019-11-03,244,6,1,11,0,252.0,322,0.1757692307692308,143,0
2019-11-04,309,0,0,11,0,244.0,328,0.14961538461538462,137,0
2019-11-05,289,1,0,11,0,309.0,320,0.18,141,0
2019-11-06,256,2,0,11,0,289.0,326,0.1696153846153846,160,0
2019-11-07,252,3,0,11,0,256.0,331,0.16538461538461538,167,0
2019-11-08,263,4,0,11,0,252.0,328,0.16538461538461538,140,0
2019-11-09,250,5,1,11,0,263.0,327,0.165,175,1
2019-11-10,238,6,1,11,0,250.0,322,0.17115384615384616,181,0
2019-11-11,288,0,0,11,0,238.0,330,0.16692307692307692,177,0
2019-11-12,273,1,0,11,0,288.0,331,0.155,143,1
2019-11-13,261,2,0,11,0,273.0,326,0.17730769230769233,129,0
2019-11-14,283,3,0,11,0,261.0,323,0.1719230769230769,171,0
2019-11-15,240,4,0,11,0,283.0,314,0.18115384615384617,160,0
2019-11-16,276,5,1,11,0,240.0,323,0.1726923076923077,148,1
2019-11-17,238,6,1,11,0,276.0,330,0.16192307692307692,158,0
2019-11-18,298,0,0,11,0,238.0,326,0.16153846153846155,145,0
2019-11-19,254,1,0,11,0,298.0,319,0.17538461538461542,141,1
2019-11-20,251,2,0,11,0,254.0,332,0.1607692307692308,140,0
2019-11-21,282,3,0,11,0,251.0,322,0.17153846153846153,145,0
2019-11-22,272,4,0,11,0,282.0,332,0.1673076923076923,164,0
2019-11-23,259,5,1,11,0,272.0,321,0.17923076923076925,130,0
2019-11-24,230,6,1,11,0,259.0,317,0.17846153846153848,201,0
2019-11-25,299,0,0,11,0,230.0,330,0.1719230769230769,163,1
2019-11-26,270,1,0,11,0,299.0,328,0.16807692307692307,134,0
2019-11-27,251,2,0,11,0,270.0,323,0.17038461538461538,157,0
2019-11-28,266,3,0,11,0,251.0,321,0.17307692307692307,163,0
2019-11-29,270,4,0,11,0,266.0,328,0.16653846153846155,174,1
2019-11-30,277,5,1,11,0,270.0,328,0.1696153846153846,169,0
2019-12-01,311,6,1,12,1,277.0,305,0.2173076923076923,143,0
2019-12-02,392,0,0,12,1,311.0,303,0.22115384615384615,153,0
2019-12-03,350,1,0,12,1,392.0,307,0.21423076923076925,137,0
2019-12-04,382,2,0,12,1,350.0,302,0.22499999999999998,149,1
2019-12-05,327,3,0,12,1,382.0,301,0.2196153846153846,150,1
2019-12-06,352,4,0,12,1,327.0,300,0.21615384615384617,172,1
2019-12-07,321,5,1,12,1,352.0,307,0.21230769230769228,130,0
2019-12-08,330,6,1,12,1,321.0,305,0.22230769230769232,151,1
2019-12-09,375,0,0,12,1,330.0,305,0.21461538461538462,147,1
2019-12-10,358,1,0,12,1,375.0,307,0.21576923076923077,165,1
2019-12-11,369,2,0,12,1,358.0,306,0.22192307692307695,163,0
2019-12-12,350,3,0,12,1,369.0,301,0.22115384615384615,148,0
2019-12-13,342,4,0,12,1,350.0,306,0.21653846153846154,168,0
2019-12-14,331,5,1,12,1,342.0,306,0.215,147,0
2019-12-15,284,6,1,12,1,331.0,306,0.21615384615384617,163,0
2019-12-16,393,0,0,12,1,284.0,308,0.21346153846153845,106,1
2019-12-17,368,1,0,12,1,393.0,314,0.20615384615384616,105,0
2019-12-18,348,2,0,12,1,368.0,301,0.22076923076923077,153,0
2019-12-19,351,3,0,12,1,348.0,310,0.2107692307692308,156,0
2019-12-20,348,4,0,12,1,351.0,306,0.21884615384615386,135,0
2019-12-21,377,5,1,12,1,348.0,307,0.2203846153846154,149,1
2019-12-22,281,6,1,12,1,377.0,308,0.21807692307692308,162,0
2019-12-23,403,0,0,12,1,281.0,301,0.21576923076923077,123,0
2019-12-24,293,1,0,12,1,403.0,305,0.2203846153846154,119,1
2019-12-25,369,2,0,12,1,293.0,298,0.22730769230769232,135,0
2019-12-26,336,3,0,12,1,369.0,303,0.22846153846153847,144,0
2019-12-27,348,4,0,12,1,336.0,305,0.2246153846153846,188,0
2019-12-28,340,5,1,12,1,348.0,306,0.22192307692307695,133,0
2019-12-29,298,6,1,12,1,340.0,304,0.23038461538461538,149,0
2019-12-30,393,0,0,12,1,298.0,303,0.22923076923076924,148,0
2019-12-31,344,1,0,12,1,393.0,295,0.23423076923076921,137,0
2020-01-01,365,2,0,1,1,344.0,312,0.20961538461538462,155,0
2020-01-02,378,3,0,1,1,365.0,309,0.21115384615384616,167,1
2020-01-03,324,4,0,1,1,378.0,311,0.21115384615384616,164,0
2020-01-04,365,5,1,1,1,324.0,304,0.23384615384615384,148,0
2020-01-05,279,6,1,1,1,365.0,305,0.215,149,0
2020-01-06,360,0,0,1,1,279.0,296,0.23423076923076921,157,1
2020-01-07,328,1,0,1,1,360.0,296,0.23076923076923078,132,1
2020-01-08,336,2,0,1,1,328.0,309,0.21653846153846154,144,0
2020-01-09,332,3,0,1,1,336.0,305,0.22115384615384615,182,1
2020-01-10,349,4,0,1,1,332.0,308,0.21923076923076923,158,1
2020-01-11,322,5,1,1,1,349.0,309,0.21884615384615386,139,1
2020-01-12,294,6,1,1,1,322.0,307,0.22192307692307695,138,1
2020-01-13,405,0,0,1,1,294.0,307,0.21653846153846154,141,1
2020-01-14,342,1,0,1,1,405.0,306,0.21307692307692308,161,1
2020-01-15,316,2,0,1,1,342.0,301,0.2246153846153846,173,0
2020-01-16,359,3,0,1,1,316.0,306,0.21846153846153846,141,0
2020-01-17,324,4,0,1,1,359.0,308,0.20961538461538462,180,1
2020-01-18,351,5,1,1,1,324.0,311,0.21384615384615382,140,0
2020-01-19,302,6,1,1,1,351.0,294,0.23384615384615384,177,0
2020-01-20,390,0,0,1,1,302.0,297,0.2353846153846154,169,0
2020-01-21,371,1,0,1,1,390.0,298,0.22923076923076924,147,0
2020-01-22,343,2,0,1,1,371.0,304,0.22115384615384615,116,1
2020-01-23,353,3,0,1,1,343.0,303,0.22192307692307695,136,0
2020-01-24,389,4,0,1,1,353.0,302,0.2330769230769231,142,1
2020-01-25,344,5,1,1,1,389.0,306,0.22153846153846152,160,1
2020-01-26,295,6,1,1,1,344.0,300,0.23038461538461538,159,1
2020-01-27,372,0,0,1,1,295.0,307,0.21615384615384617,169,0
2020-01-28,372,1,0,1,1,372.0,300,0.2226923076923077,145,0
2020-01-29,341,2,0,1,1,372.0,295,0.23423076923076921,109,1
2020-01-30,366,3,0,1,1,341.0,302,0.21769230769230768,138,1
2020-01-31,342,4,0,1,1,366.0,308,0.21423076923076925,150,1
2020-02-01,336,5,1,2,1,342.0,304,0.21807692307692308,162,1
2020-02-02,296,6,1,2,1,336.0,307,0.22423076923076923,134,1
2020-02-03,426,0,0,2,1,296.0,311,0.215,159,0
2020-02-04,357,1,0,2,1,426.0,301,0.2196153846153846,148,0
2020-02-05,350,2,0,2,1,357.0,303,0.2246153846153846,183,0
2020-02-06,356,3,0,2,1,350.0,301,0.22307692307692306,111,0
2020-02-07,326,4,0,2,1,356.0,301,0.22499999999999998,139,1
2020-02-08,312,5,1,2,1,326.0,304,0.22115384615384615,171,1
2020-02-09,291,6,1,2,1,312.0,308,0.21153846153846154,161,0
2020-02-10,407,0,0,2,1,291.0,312,0.21423076923076925,156,0
2020-02-11,323,1,0,2,1,407.0,302,0.22192307692307695,148,0
2020-02-12,323,2,0,2,1,323.0,304,0.21538461538461537,150,1
2020-02-13,356,3,0,2,1,323.0,305,0.22500000000000003,137,0
2020-02-14,351,4,0,2,1,356.0,308,0.21923076923076923,167,0
2020-02-15,348,5,1,2,1,351.0,307,0.22115384615384615,158,0
